word,coefficient
mylab,0.950312427678333
redo,0.9501403340039871
provides helpful,0.9497331869952663
final definitely,0.9495610367079501
nichols,0.9494648471279187
sure gets,0.9481969223129636
reading response,0.9481347429637887
gives,0.9470851644959264
hes knowledgeable,0.9470721343560796
bless,0.9467360010356249
final easy,0.9467359336850172
things going,0.9467201761000169
tips,0.9466688933970301
business,0.9465385994669198
bit reading,0.9464473389161678
explains way,0.9462031867055294
expert field,0.9460553451894729
gotta,0.9459421387832732
opening,0.9458309271049229
rap,0.9455281765568077
channel,0.9453091728009804
pretty decent,0.9444251648781012
choice,0.9442856500368996
crim,0.9437078837139573
sullivan,0.9435327979660796
amazing clear,0.9428706910875381
wanted succeed,0.9426978636091075
workout,0.9422897776467646
points extra,0.9420365964311386
quiz chapter,0.9412915086737281
shes willing,0.9410171793594526
impacted,0.9409421655636492
great gave,0.9406230020712312
nyu,0.9405689459200353
aside,0.9404620972038606
notes easy,0.9403584550769228
overall bad,0.9403048520773347
attend youll,0.9402455376149419
acc,0.9402361817401216
easy nice,0.9397303284166632
makes actually,0.9392147041371484
required easy,0.9384804270169016
walk park,0.9380516102531412
long turn,0.9372154359589606
likable,0.9372116432134977
caring ive,0.9369443753142579
discussing,0.9368562647503107
interesting learned,0.9366909814988724
final portfolio,0.9366401267497628
tyler,0.9359727438635634
outside box,0.935939581810413
notes clear,0.9358910040547697
visit office,0.9357133795570576
understand recommend,0.934922631798307
pretty nice,0.9348803580286585
profesora,0.9344892958307112
gis,0.9343825416448956
recommend want,0.9341208016264106
incredibly nice,0.9339708729858972
presents,0.9337321486997269
papers write,0.9334288162564479
texts,0.9333437457430499
professors campus,0.932557689594126
inclass,0.931935508447861
stars,0.9317923697580723
gives multiple,0.9314369784786627
follows,0.9294008585763546
way possible,0.9292866324894428
interviews,0.9280066911190927
routine,0.9271468449053014
instructions easy,0.9265961628091397
griffin,0.9264368605609369
science credit,0.9263442625115553
hes kind,0.9261883827768157
fun super,0.9260645168436862
projects,0.9259255728197099
sure pass,0.9254040437256211
study notes,0.9251580490111513
understand gives,0.9251079908125737
knows doing,0.9249599069771371
book easy,0.9248567929228715
best cares,0.9247553828833184
clearly outlined,0.9241261913621326
think people,0.9240397126911116
way easier,0.9236740032173786
willing effort,0.9235747959851247
didnt understand,0.9235691462915595
kind tough,0.9233590940870405
learned writing,0.9233392519924958
structures,0.9233143084293673
interesting hes,0.9231418659654048
doing readings,0.9225011279078729
various,0.9224236874632843
essay final,0.9223698979959043
actually useful,0.9221849585710231
took winter,0.9216828849629279
learned classes,0.9192942223722812
fun engaging,0.9190759337596917
graded pretty,0.9187788473397888
feel prepared,0.9186232285736043
saturday,0.9181797967902143
long easy,0.9174327224949695
clear need,0.9160760152776284
gives exam,0.9160369000141124
pass long,0.9158627659765949
biochemistry,0.9158415052115118
cares hes,0.9154100016189071
things learn,0.9153604744835013
clear grading,0.9152209270802181
caring respectful,0.9150050320304616
demos,0.9147232549305836
succeed gives,0.9147046463601107
lab helpful,0.9144332863188678
feel welcome,0.9139811549455261
wants improve,0.9138303804857143
gives partial,0.9138232193658007
wouldnt say,0.9134555530874714
freshman year,0.9134134199754493
accepted,0.9133283069991127
pretty quick,0.9132667497198576
book required,0.9117248157767951
sweetest person,0.9114473864889554
lindsey,0.9112764321807942
overall chill,0.9110785259255335
kind boring,0.9108433709491041
best history,0.910310112384557
heavier,0.9098200437072024
papers definitely,0.909667660459151
able learn,0.9094428689865879
attendance graded,0.9093309681938797
youll fine,0.9091613718438926
study powerpoints,0.908778862135935
theres final,0.90858339092015
natural,0.9084733328592747
need read,0.9083586621301005
recommend doing,0.9081179691883844
knowledgeable helpful,0.9080593996772034
best chemistry,0.9076115695113679
notes gives,0.9074880230724119
bit understand,0.9074059351370245
understand topics,0.9067951527153418
learned definitely,0.9065385801975687
zhang,0.9058735157684437
teaches way,0.905632551033878
notes listen,0.9056185200039878
perform,0.9055663846291346
understand math,0.9051506024099915
happy took,0.904937493460429
bit heavy,0.904067255182866
wants best,0.9029582123743775
curveballs,0.8999080055213877
provides examples,0.8999020784879156
projects arent,0.8998620786527921
managerial,0.8980883048413815
exercise,0.8979496457621585
extremely approachable,0.8979062566700113
study slides,0.8977064639425338
gentle,0.8973868024894084
stayed,0.8972836044523845
best met,0.8972834511907535
dan,0.896994975432146
clearly loves,0.8968978217521234
exactly study,0.8967804589472328
office hour,0.8964619624678711
split,0.8964186106194689
extremely passionate,0.8961774908985691
intellectually,0.8959656149611736
enjoyed going,0.8957913720471623
req,0.8954910010000404
easiest classes,0.8954264538103713
personal level,0.8951325784378048
big paper,0.8942466268262902
read readings,0.8937069152153978
best lab,0.8936289418098802
gives notes,0.8933872621102839
zoom,0.8928262444037821
taken courses,0.892490402148303
pursuing,0.892462323268486
attention youll,0.8923580588027975
shes pretty,0.890726535053166
took classes,0.890670946184972
synchronous,0.8905645614525763
transitioning,0.8901493211411085
snacks,0.889742351266588
long review,0.8897163184799491
skills,0.8895212707310451
guy understanding,0.8895099887935307
pretty solid,0.8892179520073286
best person,0.8889015841312189
near end,0.8885329992080949
concerns,0.8884297992951059
youre having,0.8882998987343107
easy little,0.8877881983064387
cybersecurity,0.8871832553905183
walk,0.8871064432597954
papers long,0.8869912546974721
building,0.8867963332791626
papers make,0.8864667414037827
teaches makes,0.8863368619253492
responds email,0.8862174597062711
given opportunity,0.8858748292404657
michael,0.8858057051983281
similar actual,0.8858005208326478
hes bit,0.8853808533460206
readings short,0.8844332857840801
readings read,0.8842040692963616
lin,0.884110673383066
fosters,0.8840511138111794
precise,0.8839206026189513
clearly wants,0.8838210911068727
student need,0.88356597307072
expertise,0.8835344787764537
feedback helped,0.8830496147700618
remote,0.8830106856823775
modern,0.8823501972849985
captivating,0.8809745228793532
exam quiz,0.8809398658446141
successfully,0.8809076811633212
fiu,0.8807623274307325
culture,0.880714598114154
enjoyed having,0.8797657826522964
best instructor,0.8794055560390703
great dude,0.8792341366716749
didnt buy,0.8791806220811028
accepting,0.878531468607856
ensuring,0.8783761641835713
hes young,0.8778752574085015
great willing,0.8770542073823854
scholar,0.8769316248493557
didnt matter,0.8768926062527304
incredibly kind,0.8768578067932468
attention pass,0.8768204836888965
realizes,0.8768102873286111
term,0.8765842942476822
numbers,0.8765232026484701
textbook reading,0.876101267161575
guide,0.8757923404325755
actually nice,0.8756621207840697
makes entertaining,0.8748802320821116
adapted,0.8735245923891455
helps prepare,0.8727915162205209
shines,0.872466909522601
nice wants,0.8723697888393874
lenient dates,0.872351591701293
lots resources,0.8722442555179069
news,0.8719740617416252
great prof,0.8719183102729512
recommend courses,0.8718979746571157
finds way,0.8715473925321637
unlimited attempts,0.871449242499902
circuits,0.8712005761448519
youll pass,0.8710195178722726
taken person,0.8706942151320651
presentation,0.870598991703904
absolutely recommend,0.8705344585013651
patients,0.8701912173606866
accesible,0.8699464488194352
arguments,0.8698763862449066
overcome,0.8688646753679616
info need,0.8686591910596464
able teach,0.8686234152277549
ended getting,0.8685217321666383
arent long,0.8684236559769818
keeps things,0.868418634912642
ucf,0.8682775933117253
actually pretty,0.8682711552565192
need test,0.8681821950080304
receive credit,0.8676485946393266
cares mental,0.8675167288150091
encourages participation,0.8670245838081574
lenient comes,0.8668043710158068
hearted,0.8659569643644773
area,0.8655944807589129
oriented,0.8655104957379269
prelabs,0.8651678029510429
pays,0.8651458675119307
timely,0.8650738307996538
took week,0.8650110913324794
provided clear,0.8648715690287822
upfront,0.8646709130561654
resources need,0.8644450069143982
worries,0.8636815749501581
grading rubrics,0.8635790751985888
wasnt mandatory,0.8635778690875695
submit,0.8633274514405161
professors far,0.8631440346309235
classes best,0.8627733455919223
goes extra,0.8623391698033329
week complete,0.8620761272984389
learn use,0.861961198334611
learning new,0.8615916003323619
went wrong,0.861501649617832
makes worth,0.8613472978820848
hours email,0.8611955548223756
highly suggest,0.8609783293456138
slides need,0.8608264041111733
easy labs,0.8603360948199683
structured,0.8598693311681088
painless,0.8598521087709764
hot,0.8596428217101267
absolute favorite,0.8592128767190852
gives thorough,0.8588977837723962
technically,0.8580187892676019
mandatory miss,0.8578734316269989
based readings,0.8576016965444748
great learned,0.8575199210984439
love classes,0.8571120616899242
piazza,0.8568624801480454
megan,0.8565012253998971
green,0.8561044604321111
bought,0.8560770166583287
eric,0.8559377630401851
depending,0.8558776999023879
answer question,0.8555703769380406
interesting possible,0.8555077958283764
provides notes,0.8553839353199421
learn classes,0.8550252474397864
knows content,0.8546741406864289
remembered,0.854256669764079
including final,0.8541902844940801
ace,0.8539714401816036
asynchronous,0.8538820629388393
makes effort,0.853778008048166
cares recommend,0.8535352902383515
week weeks,0.8534325920001701
life happens,0.8534225872223521
papers,0.853264851067009
notes,0.852631595880905
accountable,0.8526223703723464
big deal,0.8526007291521462
laugh,0.8523925168784592
patel,0.8521666998144765
guide test,0.8519458905594993
heart beat,0.8516761365902817
plenty extra,0.8509382730928161
diversity,0.8508226859671737
jeopardy,0.8507800998397762
amazing feedback,0.8503834597453842
vast,0.8503453442837017
buy,0.8500005581912102
week attendance,0.8497308180321268
microsoft,0.8497140675333124
josh,0.8496283090886669
nice interesting,0.8496089807399939
lots practice,0.8494436323132241
teachers,0.8486276867795671
goes need,0.8485975203966197
topic makes,0.848393909753889
outlined,0.8480869019222985
pass flying,0.8480718513477139
brad,0.8478334442775923
seriously best,0.8477680349956787
amazingly,0.8476646036345507
available email,0.847496586867305
best science,0.8472811564538717
short quiz,0.847174838076359
wide,0.8467026084932141
going exam,0.8464847602247786
final optional,0.8453946187291229
profesor,0.845079352400894
way make,0.8440499792574008
make jokes,0.8440330073321755
great tries,0.8439571300640762
send email,0.8429121261533562
great provides,0.8427822135516533
group participation,0.8425363524490149
great easy,0.8422739892924286
learned new,0.8419517476670307
positive,0.841945955519997
understanding makes,0.8419259454642126
easy midterm,0.8417657942741591
easy explains,0.8409826714057724
amazing cares,0.8408469639962964
experiments,0.8399247774991438
pass understand,0.8398962274500916
sweet caring,0.8398006550646436
clearly laid,0.8390811498898937
terry,0.8387884713777306
try pass,0.8381822447305344
gives advice,0.8380474111400533
semester long,0.8373602522259894
points overall,0.8372539525003811
explained,0.8372114637167508
lab,0.837189320673906
hours extra,0.836775676949088
chinese,0.8366077078598949
experiences,0.8361840988348909
final open,0.8361568911293626
examsquizzes,0.8358749472830626
extra office,0.8358660363578286
felt comfortable,0.8355139726737084
youll learn,0.8355043397770162
share,0.8353716751234322
knowledgeable gives,0.8350849355842193
boring gives,0.8350062078312676
notecard,0.8348770649706434
quickly gives,0.834720121688618
gave plenty,0.8346056773727575
youre trying,0.8341389103546106
que,0.8340820274827295
short writing,0.8338804690127924
wants successful,0.8334122701488309
great understanding,0.8333646021774073
kind respectful,0.833145422013969
gives amazing,0.8328352058710716
explains thoroughly,0.8322906335762346
provides resources,0.8322179293381868
notebook,0.8317254636445324
discusses,0.8315571641188997
struggled math,0.8309566683268167
precalculus,0.8308804569640191
diverse,0.8307714890799797
gives chance,0.8304018123003296
proud,0.8303852596788132
study review,0.8298636687436055
scholarly,0.8298289961759264
caught,0.8296969326622827
let,0.829637861553133
tie,0.8295526135529572
studio,0.8294684356850065
shes chill,0.8289416862447729
applies,0.8288704694665766
kinda,0.8284814198309743
pretty laid,0.8281097199861829
ubc,0.8280786485718746
challenge,0.8277119573908054
chapter quiz,0.827322464549553
cares need,0.8272440193331542
initiative,0.8270414884289917
easy takes,0.8266416108780823
grading criteria,0.8261799836063197
fair study,0.8258362480471256
deadlines,0.8257521424912777
posts slides,0.8257050471001202
powerpoints posted,0.8249874991549142
extra credits,0.8248764326425617
film,0.8245513488422087
learn subject,0.8243038296793769
graduate school,0.8241978814914122
theres midterm,0.8230510604324675
wants people,0.822940124637303
final fair,0.8229172173642869
kindly,0.822501100287993
textbook necessary,0.8223146477398466
diligent,0.822266843950682
fun group,0.8217586894424685
easy turn,0.8217025760598607
different classes,0.8214322218618583
dance,0.8212644475726079
different professors,0.8209908602988911
semester wasnt,0.8209636550386781
watch movies,0.8205423564291124
common,0.8201943410596185
easy try,0.8199610932530099
scenarios,0.8198144072764337
topics easy,0.8195975047114872
bubbly,0.8188926529189918
realworld experience,0.8188782575067759
analogies,0.8187323754156188
wonderful instructor,0.8186756777978038
supplies,0.818344531198078
falling,0.8182375847383601
similar exam,0.8178491062207832
make better,0.8173963747320764
sure need,0.8173286700000113
super accommodating,0.8167683417646647
makes understandable,0.8166119520576209
got wrong,0.8161310583319571
simple way,0.8160860848851964
enjoyed style,0.815770224553507
engaging lecturer,0.81548526321247
war,0.8152513378925523
hours great,0.8151474668833504
offered extra,0.8145292425170044
genuinely care,0.814402245980254
overall highly,0.8143312797059565
gives lots,0.8143219296281344
professional,0.8141132480190992
wright,0.813918513214281
ive,0.8135798432759185
sure notes,0.813498192922211
bad easy,0.8129278365654982
cumulative,0.8127697821352556
cracking,0.811936703168883
thinker,0.8118739117183219
effective,0.8118329464553821
section,0.8116963217530333
exercises,0.8112000646962686
grown,0.8111838518522752
personal experience,0.8104913592327575
recommend reading,0.810349686567605
lenient late,0.8101972401198452
information interesting,0.810138954618368
obvious cares,0.8098975866788893
professors makes,0.8097214409551976
shes hilarious,0.8095150426853751
recorded,0.8093864421373768
history interesting,0.8082097799378057
slides slides,0.8081523245521917
katie,0.8080354523015199
depth,0.8079044922837337
understanding accommodating,0.8071877935780227
test based,0.8068506661249287
body,0.8068441657445418
diaz,0.8068088100336295
youre fine,0.8062720626853404
extend,0.80616737486176
helps improve,0.8058908893230682
norm,0.804950809438082
loved prof,0.8046052123825742
classes engaging,0.8044708402828975
visit,0.8043653700590431
interesting discussions,0.8042700848139993
favorite profs,0.8042160908257671
things clear,0.8040653652588171
tony,0.8039947872638655
lots experience,0.803896073804306
maps,0.8038859000311749
giving speeches,0.8031472590577519
industry experience,0.8030718045594768
fortunate,0.802660259590843
writing gives,0.8026353815014272
willing outside,0.8024693839356778
quick grader,0.8022431202381354
pour,0.8018345506307263
includes,0.8013607287808006
assigns reading,0.8010430619649782
flexible understanding,0.8010124032226503
read syllabus,0.8008493138759043
shes real,0.8001437657339336
following,0.7997669348494373
counselor,0.7992948874363381
guides test,0.7991621990761472
professors taken,0.7989982355613686
outside hours,0.7987886061465074
learning language,0.7986013213053612
regular,0.7972584638232235
shes awesome,0.7970348394271806
easily favorite,0.7965998363169279
chapter,0.7964740748031809
open answering,0.7960658484736751
skipping,0.7956753308176416
matt,0.7951051731997493
continue,0.7950788648654736
processes,0.7946709792241045
email quickly,0.7946442989779582
reflection,0.7938913141998164
day week,0.7934634790518411
best understanding,0.7930159407684101
takehome,0.7926768434167479
spring,0.7923046372261251
liu,0.7921453213646857
upper level,0.7919414041896586
easy thing,0.7914406629987595
aced,0.7911237637339394
clinical,0.7910948276878407
adult,0.7910181738725914
engaging fun,0.79099972255366
finished,0.7904397793961435
draws,0.790421349351738
effort pass,0.7898238680964662
track,0.7895799985316687
loved style,0.789579148262788
russian,0.7892058487097422
hes super,0.7890838268148701
understand pass,0.7885848465231833
relaxing,0.7882881091730671
hawkins,0.7881414734369336
student participation,0.7880780916134593
ins,0.7876618407679058
person gives,0.7875939147557807
professors,0.787205998458834
effort fine,0.7868026250846256
learn need,0.7864057336130031
analyze,0.7863712095824981
workshop,0.7862531740498895
posts powerpoints,0.785417708319703
cheerful,0.7853929761289642
credit exam,0.7850851358573988
motivate,0.7844437435658144
guides,0.784396050746408
insight,0.7840811798654135
tools need,0.7840088287241956
bulk,0.7839751264741013
actually read,0.7838634439956528
smith,0.7834922436898837
come straight,0.782863376567239
understanding comes,0.7818583559243737
goes make,0.7818535744596761
videos easy,0.7817719889557256
developing,0.7816183661852183
western,0.7812343698989913
participation matter,0.7811934329978201
templates,0.7810755921951213
sci,0.7802129201560172
overwhelmed,0.7801177042067468
great actually,0.7798826761404897
guest speakers,0.7795550288843978
dry boring,0.7793037623312302
papers group,0.7792296752960336
helpful long,0.7787631489454473
final project,0.7784682513790311
caring genuinely,0.7783591313062941
individual group,0.7782902246320641
profs ive,0.7782817062432411
quiz test,0.7782407028192263
clear long,0.7780147994634107
took asynchronous,0.7779811452642675
advocate,0.7778455702631302
organic,0.7777661265192038
skilled,0.7776712788838639
attention understand,0.7776012298962683
psyc,0.7769287122884498
apa format,0.776864536338727
points final,0.7767692961967164
phil,0.7764855872352757
think best,0.7762405074881715
pass test,0.7759536469060907
skip classes,0.7745021821293265
gives credit,0.7743105875501174
funny smart,0.7742562935425449
relevant interesting,0.7735221843850308
math fun,0.7731278861394126
shes caring,0.7730710240008463
easily understandable,0.7729451419894252
come prepared,0.7729191371527132
feel better,0.772881058692191
kim,0.7724633913663143
easy complete,0.7723122834506726
learned taking,0.7722705646997953
examples easy,0.7720805901014016
interacting,0.771887836155583
hes chill,0.7717461295048977
fair understanding,0.7715204622918408
philosophy,0.7714269941327047
cares long,0.7714106641353505
photoshop,0.7708902894199757
notes read,0.770878441274868
definitely wants,0.7696311230520436
explains topics,0.7695248884597072
understand people,0.7691212363261211
recommendation,0.7686805431109942
involves,0.7686286116233126
wont make,0.7686099318960992
matters,0.7680379756506116
week shes,0.7675445940407122
funny gives,0.7675435201818471
micro,0.7668027424721983
ways make,0.7667799792531821
impressed,0.7661554359825902
great attendance,0.7661535221672032
record,0.7659697298855136
professionals,0.7659371628771963
davis,0.7652477821239294
constructive feedback,0.7651024920568955
amazing job,0.7647771816345035
email office,0.7645435605002402
gracious,0.7638239760926376
great giving,0.7637778871939919
interesting took,0.7634957981226798
textbook easy,0.7625638081664189
organizes,0.7625225414381864
pass easily,0.7624698371077364
chem lab,0.7620056909313615
confident,0.7619210925791071
manages,0.7618268605105701
week exam,0.7613498498341946
honors,0.7613273688579788
earlier,0.7612297116527443
makes content,0.7605961824999455
motivating,0.7603814543473264
emails day,0.7603592589216146
requires reading,0.7601218009978664
working,0.7600553432876203
quizlet,0.7593484743226745
funny understanding,0.7591842630925296
sweet wants,0.759029304573068
managed,0.7586502460724528
short paper,0.7584859133853583
truly great,0.7584323644895765
charming,0.7583902439184793
positive experience,0.7583026005631484
walking,0.7579843107069214
try youll,0.7579706959496569
sure make,0.7578762799507529
youre set,0.7577270424256226
presentation end,0.7574101473584868
prof far,0.7572771799475009
sara,0.7569765773529712
wealth knowledge,0.7569037167819791
clear interesting,0.7561589283924587
extremely fun,0.7558962535559122
final page,0.7558836055003404
wellstructured,0.7553733559232746
understand concept,0.7544221565238873
book need,0.7539619293152452
reflection papers,0.7539525021370558
tries engage,0.7534210688941138
recordings,0.7532339761794233
tough study,0.7532043598996051
goofy,0.7524490908250777
law school,0.7522908380295809
ask office,0.7516699746233629
bibliography,0.751630521555492
semester didnt,0.7514103207269003
japanese,0.7513087628893671
advertising,0.7512719551536851
perez,0.7507865266032251
differential,0.7504199919190795
understand youre,0.7504090404699149
great takes,0.7503009987523761
drawing,0.7501931090127913
utilizes,0.7497093071599826
references,0.7496035056895871
knowledgeable cares,0.7495954485748589
realistic,0.7494423325066164
applied,0.749202485681398
honestly pretty,0.7491982701710939
pretty lenient,0.7491711693048804
sure answer,0.7491519952828412
incredibly intelligent,0.7490437532421017
read watch,0.7488023388834387
notes youll,0.7484065996031609
understanding great,0.7481934572031189
slides posts,0.7475562724336708
fridays,0.7473693215730315
hes awesome,0.7470543138453543
project management,0.7470462842900237
training,0.7469470975222554
helps way,0.7468246006583703
textbook needed,0.7467426038124759
mais,0.7465634911204774
participate make,0.746332762168124
medium,0.746128376615281
honestly best,0.7460187924837333
cares education,0.7459686894496207
easy youre,0.7458683871015623
justice,0.7456987333026932
admit,0.745553099509459
posted canvas,0.7448394206111241
people make,0.7445505212502269
great fair,0.7444456582622319
picked,0.7441802519432067
theyre,0.7438387563525501
understand things,0.7438313864297587
incorporated,0.7438142966429233
probably hardest,0.7436251605043068
personal issues,0.7434583398054392
weekly videos,0.7434096954960906
recommend anybody,0.7430911958042193
flying,0.7430129753046208
ideas,0.7429348243299847
group final,0.7427020561552975
shes honestly,0.7424525730955371
recommend best,0.7421766372863593
hes real,0.7420230894232067
participation key,0.7416554098185255
classes arent,0.7416069637090609
incorporating,0.7413380981534267
lab fun,0.7410753091107168
crack jokes,0.7403513805195573
super knowledgeable,0.7400380046005852
things says,0.7398288099015304
cooper,0.7398204505418129
delivers,0.7397499572935342
usc,0.7393622042997604
prof recommend,0.7392445954867022
article,0.7391766222624297
easy effort,0.7389646700798627
reaches,0.7389198475113683
final multiple,0.738660955872828
clarified,0.7385844531058989
discussion heavy,0.7383225312356172
sure succeed,0.7381049960546212
allows late,0.7379320967052395
great boring,0.7376996952663131
participation group,0.7375979964623374
highlight,0.7372793954695149
drops,0.7363511965729788
readings weekly,0.7357571403150244
graded harshly,0.7357160869025252
need gives,0.7356421191156113
answered question,0.7355363131105678
helpful understand,0.7354048514384183
nice grader,0.7352170659023807
whats expected,0.735176126773698
school years,0.734892487163893
college algebra,0.734254906910925
retakes,0.7341772557424259
johnson,0.7341172305797738
est,0.7341087593184642
patience,0.7339789129765139
learned great,0.7339263766393804
paper write,0.733688641232522
excel,0.7336414731215306
person took,0.7333689994495937
set,0.7316207390287669
listen youll,0.7315021506276714
privilege,0.7309900260504476
religions,0.7309752803818214
need want,0.7307584769846666
oral,0.7306179106893994
wellbeing,0.7288934848472534
nice clear,0.7277930566936793
boosted,0.7277199489765428
thought,0.7267523287948794
learn better,0.7265051248575527
reminds,0.7261604264729831
easy stay,0.7257554591052326
tend,0.725572466072812
product,0.7253852029773192
lewis,0.7250742368255437
definitely tough,0.7249108930623046
review,0.7247946844386839
way need,0.7245505416607063
people understand,0.7244639531539777
bad make,0.724463108828643
taking chem,0.724400863630354
meaningful,0.7243221432058266
chapter textbook,0.7241580597849258
double spaced,0.7233373116912575
helpful comes,0.7229596212143454
proofread,0.7226533540360076
study want,0.7224369470412444
understanding classes,0.7222278544483968
doubt best,0.7222004098981785
power points,0.7221587543245158
balance,0.7221246834272955
attend study,0.721795084860046
shes,0.7215153968919366
alongside,0.7214639699354579
personality makes,0.7210636146593751
easy multiple,0.7209862661514754
easy participate,0.7196990860289402
pop culture,0.7194816961346301
psych,0.7191961248949036
transition,0.7179793273374525
combination,0.7179633113568396
personally think,0.7179606562848926
answers question,0.7171030268565523
reviewing,0.7170924249888033
components,0.7170485269332749
concepts way,0.7169958368559299
credit participation,0.7166925920766753
composed,0.716138031614855
great teaches,0.7158914227384726
initially,0.715839651380155
great communication,0.7147052501389638
study read,0.7145968746842973
chapters book,0.7145574081341787
makes classes,0.7139988872896221
theyre super,0.7138281358234966
sessions,0.713600205065864
easy grading,0.7135072307163417
allows cheat,0.7134624029349435
truly cared,0.713331326849232
paul,0.7130204950329307
topics,0.7126854024876328
internship,0.7124916602490159
yoga,0.7121910499170312
mile,0.7117662039213813
knowledgable subject,0.7117439856978054
makes super,0.7116582860703604
gives excellent,0.7116042021235374
feedback assignment,0.7115945718592184
best wish,0.7113502777709411
sure learning,0.7112384358235826
loved having,0.7110515257532233
workload light,0.7096917780710017
fordham,0.7094439976125958
try participate,0.7090460025329809
easy listen,0.7089525114502737
single student,0.7087560170013449
test youll,0.7086757415780275
esp,0.7081145255287503
teaches content,0.7081014145893555
independent,0.7070903687644768
teaches easy,0.7068303616787915
pause,0.7062941895607272
authors,0.7059071854044057
worksheets,0.7056736517916018
expects participate,0.705219535924342
big papers,0.7043912980538716
dumb asking,0.7043002157593242
stories tell,0.7042452071717551
great tell,0.7041200765952592
understand content,0.7040690579561208
worth going,0.7033166212116004
makes funny,0.7029290670103063
study outside,0.7026581858476911
instructor cares,0.7025872450196657
summer semester,0.7023276006751118
make feel,0.7019802295576537
great care,0.7019678994514342
easy extra,0.7016391489192196
exam score,0.7015625965967983
participation matters,0.7009789506081682
heather,0.7005017605012872
amazing super,0.7002574204615372
provides extra,0.7001599396259902
provides lots,0.6998375683706414
prepare final,0.6994213264716799
engaging helpful,0.6992720435502521
explains content,0.6990177964826969
essays,0.6987757352016556
test pretty,0.6983389963181601
easy short,0.6981745814044654
rare,0.698134929033611
understanding life,0.6980998596002713
week summer,0.69749399094464
unlike professors,0.697454550726921
forward attending,0.6969210372377416
essays pages,0.6969071905869171
gives weeks,0.696776382087278
carries,0.6965297571751633
undoubtedly,0.6963506799346525
easy week,0.6961284219161683
rly,0.6958905712624248
health,0.6958897297922644
enjoyed recommend,0.6956621591561506
love shes,0.6954045093673661
copy paste,0.6953689887070146
sure page,0.6951431198185279
spirit,0.6947149278459376
pleasure taking,0.6946386317909818
lab book,0.693171769336354
efficient,0.6927126949970668
morris,0.6924421589767936
watson,0.6924117374597226
semester best,0.6915689133493768
try learn,0.6911224433502864
definitely taking,0.6910946302678425
genetics,0.6908966927393431
posted blackboard,0.6906882949148573
genuinely cared,0.690611745156176
resources,0.6903348986537863
group,0.6898030991572598
essays gives,0.6895296781161268
close attention,0.6894995751356688
martin,0.6893196788616812
learn highly,0.6890498269958645
spanish,0.689003958675284
brief,0.6886753162705908
going office,0.6883480048717265
law,0.688345828093244
exam based,0.6876529187344482
actual test,0.6874779440120976
solid prof,0.6871988432561161
person understanding,0.6869832434569212
foreign,0.6869669080834393
outlook,0.6865586610543162
suggests,0.6862456826819513
simply amazing,0.6852536282748045
learned recommend,0.6848555909446584
consisted,0.6845990854687252
textbook study,0.6845516076958957
chem,0.6844065412485634
revisions,0.6842115493728194
interests,0.6840952205807463
loved way,0.6839052243130826
mis,0.6838723049829762
sales,0.6838550204881267
ben,0.6836043591734995
fluid,0.683596783512027
caring gives,0.6834896717006514
different perspective,0.6834570025300697
taking math,0.6833484366441455
best chem,0.6830722248322499
hours gives,0.6824684176431172
read materials,0.6818177799245316
great available,0.6816667553293216
paper presentation,0.681325742043457
talk need,0.6813230149186876
readings youll,0.680732816573982
easy final,0.6799015070615674
gained,0.6794366495728521
mix,0.6792813483998922
long make,0.678924324157814
passionate subject,0.6782010256263866
test super,0.67786890116418
long attend,0.6778035486894293
gave chance,0.6777384000773867
professors college,0.6776596437023555
psu,0.6770427843810746
lots fun,0.6759977037396374
replied emails,0.6758859305018504
come participate,0.6755965044513688
hours times,0.6755823458457392
going need,0.6753919856237144
subjects,0.6751734164537371
knows subject,0.6751249055418743
portions,0.6743888604760888
readings interesting,0.6742724747770403
saved,0.6738857227667663
kinds,0.6737070262709797
liz,0.673639987723636
test test,0.6735598766741246
clear point,0.6734346071007367
concepts,0.6732720627039469
cares helpful,0.673271532503304
specific feedback,0.6731673065855394
wasnt super,0.6729344787405906
free points,0.67281614479358
papers need,0.6718455785739185
open office,0.6713902421363209
jordan,0.6713061790852196
accessible email,0.6712080870528482
enthusiasm,0.6708631024381323
passionate wants,0.6706033004095001
explore,0.6705555646465436
person talk,0.6704251593334342
shes wonderful,0.6696130204561819
les,0.6692934288114355
concert,0.6691841807479763
plenty examples,0.6690887282842881
open minded,0.6689636180904027
shes cool,0.6688555945434259
subject,0.6688001985634544
shape,0.6683062059202655
labor,0.6682768299460367
honestly bad,0.6680892562417396
effort definitely,0.668069858762541
new language,0.6678771975036555
stat,0.6678421943495619
easy writing,0.6677181254316062
approaches,0.6676910799334284
role,0.6674465632919938
grader cares,0.6672929585591263
earn extra,0.6670553022109594
review days,0.6668018555290806
final weekly,0.6663466887641901
civil,0.6655664793535385
future career,0.665433257533145
amazing wish,0.6647986161972557
credit offered,0.6641775977187723
willing feedback,0.6639833706472512
grad school,0.6639719775540589
project easy,0.6638765359646801
feedback writing,0.6638689864580671
effort succeed,0.6630090877945342
sweetest professors,0.6621676293349691
definitely learn,0.6618847000144545
demonstrates,0.6616137165458423
effort youll,0.6612216383630979
nerd,0.6609839361244453
everyones names,0.66095944297691
band,0.6603825986458973
feedback paper,0.6602577841346983
theres extra,0.6601320939354647
sean,0.6598715313877105
